Unnamed: 0,TWEET,STOCK,DATE,LAST_PRICE,1_DAY_RETURN,2_DAY_RETURN,3_DAY_RETURN,7_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY
75581,RT @netflix: SPIDER-MAN (2002) https://t.co/x6Waoqe07v,,,,,,,,,,,,
16061,"RT @Nike: Introducing the Nike @NBA Connected Jersey. Tap your jersey to unlock exclusive access to highlights, Nike gear, an… ",Nike,30/09/2017,51.85,0.0,0.0150433944069431,0.015814850530376,0.026808100289296,12189882.0,14.472,15.102,1.0,0.0
,Disney,22/10/2018,118.27,0.005326794622474,0.005326794622474,0.005326794622474,-0.0408387587723006,8406370.0,30.92,21.189,-1.0,0.0,
13272,@nextofficial my brother and me in the seventies lol https://t.co/p1asbqLTSf,,,,,,,,,,,,
Disney,27/09/2018,116.04,-0.0071527059634609825,-0.0207687004481214,-0.0281799379524302,-0.0380903136849362,5195314.0,15.626,13.085,1.0,0.25,,
64167,RT @Reuters: China tells Taiwan to stop all mainland spying and sabotage https://t.co/C6NPDY7fuj https://t.co/shjevuSiCF,,,,,,,,,,,,
Google,17/09/2018,1159.83,0.015648845089366627,0.0156488450893666,0.0156488450893666,0.0131312347499202,1704790.0,16.361,17.333,-1.0,0.0,,
111128,RT @NickiPlayhouse_: This is a Ryanair flight from Barcelona to London the racist old man didn’t not want to sit next to this elderly woman…,,,,,,,,,,,,
103983,"So, a seller on Amazon, AmarUjala pulled a stunt. They were selling book sets for INR 5 + 200 delivery charges. Onc… https://t.co/o54AFm8nLJ",Amazon,20/10/2018,1764.03,0.0,0.003792452509311,0.0383780321196351,0.0139340033899649,5907246.0,51.688,34.372,1.0,0.0
8884,RT @FifthHarmony: Who's hanging with us in Miami at the #iHeartSummer17 Weekend by @iHeartRadio @ATT? 🌴 Visit https://t.co/jxU4PCKV2z… ,,,,,,,,,,,,
59589,@Apple Wait for the Samsung 10 in January 2019. Or get the note nine now twice as good,,,,,,,,,,,,
68345,RT @WIRED: Want to know more about the products @amazon is announcing today? Follow our reporter  @LaurenGoode. https://t.co/08HhGMd8vn,,,,,,,,,,,,
51767,RT @DevanF91: A thread: reason why I chose to cut @Nike swoosh logo of my socks. https://t.co/3JFmRMgjVH,,,,,,,,,,,,
,eBay,01/04/2017,33.57,0.0,0.0038725052129878,0.0023830801310693,-0.0050640452785225,10222995.0,12.663,12.648,-1.0,0.7,
,Reuters,28/04/2017,50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,2448752.0,23.42,15.044,1.0,0.4,
77,@KennethWReid @psuba98 @Reuters  Trumpkins don't care about foreign civilians...probably just lessened the burden on US immigration...sigh.,,,,,,,,,,,,
81423,"RT @senorrinhatch: Dems: Dr Ford deserves a hearing!
Republicans: Let’s have a hearing!
D’s: Bullies! This hearing is a sham! 

D’s: We nee…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,-1.0,0.0
112270,"RT @RealJamesWoods: Nobody buys this crap anymore. It’s such an obvious ploy, it’s embarrassing. Christine Ford has more credibility than t…",Ford,22/10/2018,8.41,0.0107015457788347,0.0107015457788347,0.0107015457788347,0.0475624256837099,39803505.0,22.222,22.181,-1.0,-0.8
eBay,16/09/2018,34.1,0.0,0.0,0.0099706744868034,-0.0032258064516128,5376353.0,18.239,14.535,1.0,0.5121212121212121,,
Nike,04/09/2018,79.6,0.03266331658291468,0.0326633165829146,0.0326633165829146,0.0374371859296482,18565837.0,20.517,20.153,-1.0,0.0,,
,Reuters,28/02/2017,46.591,0.0073297417956256,0.0094567620355861,0.0094567620355861,0.049172586980318,1771528.0,15.922,17.907,1.0,0.0,
98890,"RT @CBSNews: McDonald's, Burger King, Five Guys among 22 burger chains given ""F"" over antibiotics https://t.co/jP5ADddiiG https://t.co/gEtH…",McDonald's,19/10/2018,167.49,-0.0040599438772464,-0.0042987641053197,-0.0204191295002687,-0.021911755925727,3509973.0,22.823,19.084,1.0,0.0
,Next,19/10/2018,5092.0,0.00942655145326,0.016496465043205,0.0428122545168892,0.0593087195600942,472846.0,33.347,35.407,1.0,0.0,
,Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.0,
5116,@LizButlerDidIt @LouiseMensch @facebook I was told the same thing as I launched numerous complaints about #fakenews… https://t.co/9MAK6AaRgd,,,,,,,,,,,,
116180,"RT @BTS_twt: RM - mono.

Soundcloud: https://t.co/lRE59fNSls
Google: https://t.co/OlW5N8xWa7
Mediafire: https://t.co/eatf17DRqR
Dropbox: ht…",Google,22/10/2018,1111.37,-0.0055697022593734,-0.0055697022593734,-0.0055697022593734,-0.0080351278152189,1355842.0,39.089,25.831,1.0,0.0
88542,"RT @VastAgency: We're excited to launch this new $100 PayPal giveaway, make sure to follow the instructions below. Ends 10/5!

🎉 $100 Paypa…",PayPal,02/10/2018,86.68,0.0100369173973233,0.0133825565297646,0.0133825565297646,0.0387632671896631,6488198.0,14.289,23.318,-1.0,0.3371212121212121
99678,"Mobile Accessories Market will Generate Massive Revenue in Future- A comprehensive study on Key Players: Apple, HTC… https://t.co/dNj94gNBf6",Apple,19/10/2018,219.31,-0.0150015959144589,0.0085723405225479,0.012949705895764,0.01276731567188,33078726.0,42.1,29.662,-1.0,0.0
109495,RT @6ibbb: Netflix and avoid people,,,,,,,,,,,,
51331,"RT @ValerieMoye: It's like Google Scholar, but for datasets. YAAYY! Thanks @Google. #datasetsearch #opendata #openscience 

Data people rej…",Google,06/09/2018,1183.99,0.012761932110913,0.0230745192104662,0.0403804086183159,0.0595021917414843,2342722.0,22.34,17.907,-1.0,0.0
Google,23/09/2018,1172.12,0.0,0.0,0.0165938641094768,0.0049994881070198,4561119.0,20.526,17.930999999999994,-1.0,0.0,,
51177,RT @IndivisibleNet: BREAKING NEWS: @Ford says it stands by NFL players. They believe players have a right to protest and that this right sh…,,,,,,,,,,,,
TMobile,17/09/2018,67.42,0.012310886977158087,0.012310886977158,0.012310886977158,-0.0275882527439928,2757336.0,23.692,16.026,1.0,0.0,,
81262,"RT @9to5mac: Apple releases Everyone Can Create free course on Apple Books, covering iPad photography, music, drawing and video https://t.c…",Apple,01/10/2018,227.26,-0.0066883745489746,-0.0066883745489746,-0.0066883745489746,-0.0284695942972806,23600802.0,15.837,19.827,1.0,0.4
69301,#DidYouKnow @McDonalds once made broccoli flavored bubblegums @BErubami https://t.co/xHpNer6tWv,,,,,,,,,,,,
eBay,08/09/2018,33.99,0.0,-0.0097087378640778,0.0041188584877905,0.0182406590173579,6445251.0,15.765999999999998,14.593,1.0,0.0,,
48838,Check out Courtland Sutton 2018 Gold Standard “Rookie Jumbo” Auto /49 3 Color Patch Denver https://t.co/pMpVVlENef @eBay,,,,,,,,,,,,
19888,Check out OLD PS3 BLU RAY HDMI POWERED UP WAS TURNED OFF IMPROPERLY AND NO CONTROLLER TO  #Sony https://t.co/epJABo6bwK via @eBay,,,,,,,,,,,,
Amazon,21/09/2018,1915.01,0.015294959295251704,0.0059581934297993,0.0135978402201554,0.0288144709427105,6855898.0,27.813,22.493,-1.0,0.0,,
31150,"@Wendys chicken nuggs are better than @McDonalds , don’t @ me",McDonald's,24/10/2018,177.35,-0.0011277135607555,-0.0604454468564984,-0.0555962785452494,-0.0596560473639694,7866377.0,32.74,25.902,-1.0,-0.0499999999999999
82133,That’s a pile of crap. What person sends a letter to the Senate and expects it to be kept confidential? Ford is an… https://t.co/m5wHrIVFi4,,,,,,,,,,,,
3809,"@netflix recommends I watch ""Captain America: Civil War"" because I watched ""Spotlight"". 🤔",Netflix,01/03/2017,142.65,-0.0036452856642131,0.0053277252015421,0.0042060988433227,0.0084822993340344,4170649.0,9.046,19.204,1.0,0.0
47406,"RT @wikileaks: @Reuters This statement, while welcome, would have more credibility if May hadn't detained our editor, in violation of two U…",Reuters,05/09/2018,48.9922,-0.0024738631863846,0.0011246688248334,0.0011246688248334,0.011914141434759,2480604.0,19.22,16.910999999999998,-1.0,0.65
Google,05/09/2018,1199.1,0.010182636977733332,0.0272704528396297,0.0272704528396297,0.0546659994996248,2699394.0,21.65,17.894000000000005,1.0,0.0,,
Reuters,22/09/2018,49.9725,0.0,0.0030856971334234,0.0006603631997598,0.0033058182000101,3027903.0,10.397,13.679,-1.0,0.0,,
89537,They took the x files off of Netflix this is the worst birthday ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I’m logging off,,,,,,,,,,,,
,Kroger,01/07/2017,23.32,0.0,-0.0034305317324186,0.0012864493996569,-0.0308747855917666,10818373.0,16.401,71.172,1.0,0.0,
,UPS,01/03/2017,106.87,-0.0103864508281089,-0.0013100028071488,-0.0064564424066622,-0.0116964536352577,3386203.0,18.375,27.554,1.0,0.0,
,Google,18/10/2018,1097.91,0.0270331812261477,0.0320335910958091,0.004126021258573,-0.0065305899390661,2307596.0,38.222,25.977,1.0,1.0,
72802,RT @netflix: 24 years ago today Rachel Green ran out of her wedding and into Central Perk 💕 ☕️ https://t.co/zSZUNYxPxm,,,,,,,,,,,,
46701,"RT @thebradfordfile: Dear @Nike:

There are over 20 million veterans in America. The lucky ones, still wear shoes. 

We stand for all of th…",Nike,05/09/2018,79.92,-0.004004004004004,0.0285285285285285,0.0285285285285285,0.0359109109109109,12269138.0,21.037,19.239,1.0,0.0
95714,Internet provider groups sue Vermont over net neutrality law | Article [AMP] | Reuters https://t.co/9sTZLsDHLL,,,,,,,,,,,,
Apple,17/09/2018,217.88,0.027354507068110923,0.0273545070681109,0.0273545070681109,0.0020653570772903,37195133.0,28.701,19.916,-1.0,-0.4749999999999999,,
118879,Earnings Outlook: Intel earnings: What the chip maker can say to turn assuage doubts https://t.co/l1J3du2pAI https://t.co/9kes48ip5Z,,,,,,,,,,,,
,Adobe,31/05/2017,141.86,0.003877061892006,0.0002114761032001,0.0002114761032001,-0.0052164105456084,2944380.0,13.406,13.067,1.0,0.0,
7728,"RT @adidasZA: @umvsonwvbe @MapsMaponyane @NoMoozlie @adidas @adidasoriginals Hi, please see your DMs with regards to this",adidas,31/05/2017,170.195,0.0201416022797379,0.0144598842504185,0.0100061693939305,-0.0031317018713827,980771.0,15.138,17.844,1.0,0.0
,SAP,22/10/2018,94.73,0.0028502058482001,0.0028502058482001,0.0028502058482001,0.0343080333579647,2381495.0,54.353,35.341,1.0,0.0,
TMobile,13/09/2018,68.48,-0.008177570093457976,-0.0375292056074767,-0.0426401869158878,-0.0432242990654206,3797293.0,22.09,27.125,1.0,0.0,,
8068,Check out Harley Davidson Women's Size 8 Black Leather Boots Side Zip See Description #Casual https://t.co/Kqov32lez2 via @eBay,,,,,,,,,,,,
82554,"RT @RetroNewsNow: 'A new era begins for Disney World at EPCOT Center'
— TODAY's Jane Pauley, October 1, 1982 https://t.co/7nrVZcPSf9",Disney,01/10/2018,116.24,0.0060220233998623,0.0060220233998623,0.0060220233998623,-0.0298520302821748,8644469.0,16.657,13.305,1.0,0.0181818181818181
27766,"RT @Disney: Magic mirror on the wall, who is the fiercest one of all? Your Halloween costume is waiting at @shopDisney: https://t.co/LSYHd2…",Disney,22/10/2018,118.27,0.005326794622474,0.005326794622474,0.005326794622474,-0.0408387587723006,8406370.0,30.92,21.189,1.0,0.5
eBay,05/09/2018,34.13,0.019630823322589936,0.014063873425139,0.014063873425139,0.0234397890418985,8820676.0,13.54,15.493,1.0,0.0,,
Nike,10/09/2018,82.1,-0.02192448233861141,-0.0219244823386114,-0.0219244823386114,0.0012180267965896,6965631.0,25.255,18.722,1.0,0.0,,
88252,"RT @FriendlyJMC: You know, the only witness to Ford naming Kavanaugh in 2012 is supposedly her husband. 

Where is his sworn testimony?
Why…",Ford,02/10/2018,9.2,0.0130434782608696,0.0054347826086957,0.0054347826086957,0.0206521739130436,41806359.0,19.616,22.121,1.0,0.0
45068,RT @StumpforTrump: Retweet if you will not spend a dime on @Nike so long as they support anti-American Cop haters and flag kneelers! #NikeB…,,,,,,,,,,,,
59565,Abaco to Participate in Intel Federal Summit as Gold Sponsor | Markets Insider @abaco @intel https://t.co/OtNqMxgBDp,,,,,,,,,,,,
52826,RT @IndivisibleNet: BREAKING NEWS: @Ford says it stands by NFL players. They believe players have a right to protest and that this right sh…,,,,,,,,,,,,
43775,We love you @Nike you can have all my damn coins!!!,,,,,,,,,,,,
PayPal,29/10/2018,81.15,0.027356746765249518,0.0273567467652495,0.0273567467652495,0.0527418361059766,12918820.0,70.947,48.917,1.0,0.0,,
Netflix,22/10/2018,329.54,0.0094980882442192,0.0094980882442192,0.0094980882442192,0.0108939734174909,17097175.0,79.116,52.925,1.0,0.0,,
103627,I've entered to win an Apple Watch Series 4 and Leather Watch Band from @iMore and @PadandQuill! https://t.co/U9E5TXl97Q,,,,,,,,,,,,
107451,Next-gen Hyundai Elite i20: Launch timeline revealed - Cartoq (blog) https://t.co/VUPdY3r0c8,,,,,,,,,,,,
75765,RT @SaraRamirez: For the record @CBS has been nothing but gracious and generous to me. They are open to Callie coming back! The ball is in…,,,,,,,,,,,,
eBay,30/09/2018,33.02,0.0,0.0,0.0096910963052695,0.0308903694730465,8467405.0,22.738000000000003,17.202,1.0,0.0,,
CBS,23/09/2018,56.74,0.0,0.0,-0.0007049700387733,-0.015685583362707,6121104.0,15.473,18.182,1.0,0.3125,,
79184,"RT @adjunctprofessr: 💥💥💥Neon Revolt on Rachel Mitchell:
God bless this woman. 
And look at that timeline she assembled! 
She picked Ford ap…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.0
28749,"RT @jwheels74: Imagine boarding your flight, and ending up next to racist that doesn’t want you sitting next to them. Instead of @Ryanair m…",Ryanair,23/10/2018,12.33,-0.032441200324412,-0.0713706407137064,-0.0713706407137064,-0.0458231954582319,2246396.0,37.707,51.326,1.0,0.0
46386,SFAB squadron command sergeant major killed in insider attack in Afghanistan https://t.co/HoibvrqVck 13 deployments @Nike @Kaepernick7,,,,,,,,,,,,
60962,"RT @tiffanyyoung: good conversations 📞🖤
@hm @hmusa #hm #hmlovesmusic
#tiffanyyoung #teachyou 9/28 https://t.co/3ePJMQwfgM",H&M,14/09/2018,13.6792,0.0,-0.0226036610328089,-0.0226036610328089,-0.0131001812971518,50.0,45.111,55.463,1.0,0.7
61912,"RT @OliverMcGee: Retweet if you care more about Collusion in @Google than Collusion by Russians in our Elections!

@realDonaldTrump isn’t p…",Google,14/09/2018,1177.98,0.0035314691251125,-0.0054160512063024,0.0101954192770675,-0.0003310752304793,1208767.0,16.637,16.840999999999998,1.0,0.625
15575,@BankofAmerica @kennerly I am with Bank of America.,,,,,,,,,,,,
FedEx,04/09/2018,241.29,0.011024078909196391,0.0110240789091963,0.0110240789091963,0.0262754361971072,1891639.0,15.554,16.543,-1.0,0.0,,
109764,"@hkh11d But, Ford was anonymous until DiFi outed her..you still believe her lies.",Ford,21/10/2018,8.5,0.0,0.0,0.0011764705882352,0.0164705882352941,59831126.0,26.624,22.107,-1.0,0.0
71739,@Reuters How stupid can stupid get,,,,,,,,,,,,
62808,"@MourningToons @seanpaulellis @netflix The action scenes are really well done, but I've noticed some parts with sma… https://t.co/5BZuamTuui",Netflix,15/09/2018,364.56,0.0,0.0098474873820495,0.0147849462365591,-0.0435593592275619,4756426.0,46.007,37.876,1.0,0.15
eBay,23/10/2018,28.19,0.01064207165661572,0.0198652004256828,0.0198652004256828,0.1440227030862007,12577530.0,50.797,35.345,1.0,0.0,,
,eBay,31/10/2017,37.64,-0.0170031880977683,-0.022316684378321,-0.022316684378321,-0.0239107332624866,6722841.0,19.794,16.127,-1.0,0.1,
84452,I posted a new video to Facebook https://t.co/QM9S1u42u9,,,,,,,,,,,,
Apple,12/09/2018,221.07,0.012575202424571408,-0.0123942642601889,0.0010403944451984,0.0262360338354367,49278740.0,22.583,17.953,1.0,0.0,,
Nike,04/09/2018,79.6,0.03266331658291468,0.0326633165829146,0.0326633165829146,0.0374371859296482,18565837.0,20.517,20.153,1.0,0.0,,
95109,@NO_ONE_CR Do you have Facebook?. I want to add you.,,,,,,,,,,,,
105308,My Disney Premier Passport expires today https://t.co/zNDm0LMDxj,,,,,,,,,,,,
Costco,21/09/2018,234.76,-0.003578122337706609,-0.0038762991991821,-0.0017464644743567,0.0026409950587834,3718002.0,17.058,13.687,-1.0,0.0,,
,Facebook,01/10/2018,162.44,0.0124353607485841,0.0124353607485841,0.0124353607485841,0.018283673971928,26407677.0,27.384,23.286,1.0,0.0,
,Next,01/10/2018,5434.0,0.0110415899889584,0.0110415899889584,0.0110415899889584,-0.0570482149429517,458379.0,51.496,29.574,1.0,0.1333333333333333,
58732,@FANGORIA @McDonalds I still have mine!! I keep Halloween decos in them. I am almost a halloween baby so I took goo… https://t.co/XLBqz1wK3y,,,,,,,,,,,,
9270,RT @AndreinaBS: Have you seen this @GoldmanSachs You're financing violence against Venezuelan ppl #goldmanSachsbloodmoney… ,,,,,,,,,,,,
99522,RT @MandyMpumlwana: @LuloCafe There is a statement. Check my Facebook page Mike,,,,,,,,,,,,
Reuters,22/09/2018,49.9725,0.0,0.0030856971334234,0.0006603631997598,0.0033058182000101,3027903.0,10.397,13.679,-1.0,0.0,,
Nike,11/09/2018,82.63,-0.00641413530194846,-0.0281979910444148,-0.0281979910444148,-0.0366694904998184,7166847.0,25.547,18.517,1.0,0.0,,
32882,@gallaghermike @Nike Throw em in the wash and get a 90-day reboot.,,,,,,,,,,,,
90226,"RT @SethAbramson: 33/ Remember how—across the GOP—there was a common reaction to the Ford, Ramirez, and Swetnick allegations? That is, ""We'…",Ford,02/10/2018,9.2,0.0130434782608696,0.0054347826086957,0.0054347826086957,0.0206521739130436,41806359.0,19.616,22.121,1.0,-0.3
78043,@reeses @amazon Peanut butter cups! Always! #NotSorry and #Sweepstakes,,,,,,,,,,,,
,Amazon,19/10/2018,1764.03,0.003792452509311,0.0383780321196351,0.0317058099918936,0.0139340033899649,5907246.0,51.688,34.372,-1.0,0.1363636363636363,
93201,😮 These two colorway options for the adidas I-5923 are available for just $39 each + FREE shipping for a very limit… https://t.co/ropQvM2S4F,,,,,,,,,,,,
102877,"RT @BmanWiu: B.M.A.N. And @MyBeautyIs____ Will Be Collaborating Again On “Calling All Sisters” ! 
Next Thursday, Oct. 25th From 5-6:30PM In…",Next,20/10/2018,5092.0,0.0,0.00942655145326,0.016496465043205,0.0593087195600942,472846.0,33.347,35.407,1.0,0.0
Google,05/09/2018,1199.1,0.010182636977733332,0.0272704528396297,0.0272704528396297,0.0546659994996248,2699394.0,21.65,17.894000000000005,1.0,-0.0666666666666667,,
Google,25/09/2018,1193.89,-0.012002780825704341,-0.0182345107170679,-0.0182345107170679,-0.0224308772164941,1657809.0,18.397,18.381,1.0,0.0,,
29112,RT @Reuters: Japan looks to robot workers to fill its labor gap https://t.co/NVcAsH5lLF Via @ReutersTV https://t.co/fRlptJsmey,,,,,,,,,,,,
26763,RT @joolsmc: What he said @Ryanair ?!!!! ..I’m so horrified for once I’m actually speechless! https://t.co/Sy3QvYb14C,,,,,,,,,,,,
,Netflix,30/06/2017,149.41,0.0045512348571046,0.0267719697476741,0.010842647747808,0.0576266648818687,5213315.0,32.714,28.827,1.0,0.0,
Reuters,17/09/2018,50.1267,0.00021944392908375746,0.0002194439290837,0.0002194439290837,-0.0175794536644143,2828945.0,11.155,16.894000000000002,-1.0,0.0,,
,McDonald's,01/02/2017,122.42,0.0012252899852964,0.004901159941186,0.0035941839568697,-0.0051462179382453,3233576.0,7.607,9.573,-1.0,-0.6,
104996,RT @MyNintendoNews: Nintendo Switch Update For Street Fighter 30th Anniversary Collection Coming Next Week https://t.co/l0R9LCOjlB https://…,,,,,,,,,,,,
6744,"@JoyceCarolOates @ReutersUS @Tortured_Verse @Reuters Why is it option instead of the last option reasons
He's too s… https://t.co/igSCrnMFvH",Reuters,28/04/2017,50.0386,-0.0356604701170697,-0.052609385554352,-0.0550315156699028,-0.0616344182291271,2448752.0,23.42,15.044,-1.0,0.0
114993,Creep It Real With Cash! Enter for a chance to win $250 PayPal or E-gift card of choice! WW Ends 10/31 https://t.co/J1Gs4cAQS2,,,,,,,,,,,,
Reuters,05/09/2018,48.9922,-0.002473863186384663,0.0011246688248334,0.0011246688248334,0.011914141434759,2480604.0,19.22,16.910999999999998,-1.0,0.0,,
41756,RT @johnrich: Our Soundman just cut the Nike swoosh off his socks. Former marine. Get ready @Nike multiply that by the millions. https://t.…,,,,,,,,,,,,
77846,RT @musser_benson: @PereiGuido @TheJusticeDept https://t.co/PYsATtORSL @WellsFargo is involved with Everything that is wrong! They were all…,,,,,,,,,,,,
30990,RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @Walmart exclusive #RalphBreakstheInternet Vanellope Pop! https://t.co/…,,,,,,,,,,,,
56153,"RT @sengineland: Weekend Review: @Google Dataset Search: A new search service to find data from sciences, government, some news organizatio…",Google,11/09/2018,1189.99,-0.0125463239186884,-0.0104202556324003,-0.0104202556324003,0.0179161169421591,1462688.0,19.128,16.248,-1.0,0.1363636363636363
98502,"RT @SivirusAlts: RT🔃= Tarjeta de Google play [15$]❤

Seguir a: @SivirusAlts - @JuleoAlts - @DerpyAlts_ - @DeathNoteAlts - @newkriptoalts -…",Google,19/10/2018,1105.18,-0.0065781139723845,0.0202772399066214,0.0252447565102516,0.013898188530375,2064289.0,38.805,26.117,-1.0,0.0
72444,RT @RrEloisa: #SaveDeception #PickupDeception to everyone here. 3 shows save by @netflix @NetflixLifee hopefully we b 4th save. In Jesus na…,,,,,,,,,,,,
eBay,20/09/2018,34.24,-0.0005841121495328014,-0.0035046728971963,-0.0011682242990653,0.0058411214953269,15877016.0,10.962,13.911,-1.0,0.0,,
23918,"RT @Nissan: #OnThisDay #1969, #Nissan announced the upcoming launch of the #FairladyZ #S30 series, also known as #Datsun240Z since 1970. #T…",Nissan,18/10/2018,1006.5,0.0029806259314456,0.0039741679085941,-0.0059612518628912,0.0004967709885742,9498500.0,13.622,20.414,1.0,0.0
86852,"Survive the Next Generation of Pre-Claim Reviews: Here’s What to Know 

Register today for this informative webinar… https://t.co/g6Hasq0fnE",Next,01/10/2018,5434.0,0.0110415899889584,0.0110415899889584,0.0110415899889584,-0.0570482149429517,458379.0,51.496,29.574,-1.0,0.0
43104,@sidp1897 @MarkReardonKMOX @nikestore @PUMA @adidas @Kaepernick7 I just cried. Thank you,,,,,,,,,,,,
39369,"@Guardian__Quill @MCU_Tweets @DaveBautista @Disney @JamesGunn Well, he isn't a major character IMO and I don't thin… https://t.co/cqW7qnELy6",Disney,02/09/2018,112.02,0.0,0.0,-0.0008926977325477,-0.0008034279592928,4642826.0,4.824,13.207,1.0,0.0625
Facebook,19/10/2018,154.05,0.005647517039921948,0.0348588120740017,0.030704316780266,-0.0020123336579032,19761347.0,35.723,27.856,-1.0,0.0,,
74446,"@Google introduces cards, discovery tools, and an image search revamp at a 20th anniversary event.… https://t.co/0HwURsU4g4",Google,25/09/2018,1193.89,-0.0120027808257043,-0.0182345107170679,-0.0182345107170679,-0.0224308772164941,1657809.0,18.397,18.381,1.0,0.0
Reuters,22/09/2018,49.9725,0.0,0.0030856971334234,0.0006603631997598,0.0033058182000101,3027903.0,10.397,13.679,-1.0,0.0,,
50608,Surprise surprise my @Xfinity cable and internet are down again @comcast I really don’t know why I pay you people… https://t.co/8zVmVSjlRv,,,,,,,,,,,,
54568,RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,,,,,,,,,,,,
,Intel,19/10/2018,44.0,0.0220454545454545,0.0429545454545454,0.044090909090909,0.02,28368505.0,33.131,29.896,-1.0,0.0,
81375,RT @MichaelAvenatti: Still no word from the FBI. Ramirez was questioned despite never submitting a sworn stmt. Ford was permitted to testif…,,,,,,,,,,,,
,Reuters,01/11/2017,48.7168,0.059010444035733,0.0630788557540725,0.0630788557540725,0.0682803468208092,2189207.0,29.711,20.091,1.0,0.0,
,Apple,02/10/2018,229.28,-0.0088101884159107,-0.0154396371249127,-0.0154396371249127,-0.0309228890439637,24788170.0,15.797,19.899,1.0,0.0,
,Reuters,31/10/2017,51.5916,0.0038417106660774,0.0038417106660774,0.0038417106660774,0.0138762899386721,631751.0,6.504,9.981,-1.0,0.5,
61502,Check out Reebok Classic Question Mid Sneaker Silver/Purple M43989 Kid's Size 7 (GS)  #Reebok https://t.co/btEGh7D626 via @eBay,,,,,,,,,,,,
65693,"“Believe in something, Even if it means sacrificing everything” - @Nike 

Nike Baby 💪🏽 https://t.co/8b3iWvp4YH",Nike,18/09/2018,85.26,-0.0234576589256392,-0.0207600281491908,-0.0207600281491908,-0.0308468214872156,7277700.0,15.386,18.916,-1.0,0.0
69279,@netflix can we have you guys pick up the video game series 999 w/ the two other games and make them into live acti… https://t.co/n3EXZ1AepC,,,,,,,,,,,,
83385,Amazon jumps on mattress disruption with new private label https://t.co/CMu87HFpHM via @RetailDive,,,,,,,,,,,,
36732,"RT @Walmart: @TaeIsMyNugget Of course, we carry them in our stores, Epik! We are #BTSArmyStrong 😁🎶",Walmart,01/09/2018,95.86,0.0,0.0025036511579386,-0.0022950135614437,-0.0094930106405173,6324813.0,11.067,29.6,1.0,0.0
83973,"Check out Apple 13.3"" MacBook Air (Mid 2017, 128GB SSD, 8GB RAM) MQD32LL/A https://t.co/K3Bom0X6ZT #macbookpro #macbookproretina #macbookair",Apple,01/10/2018,227.26,-0.0066883745489746,-0.0066883745489746,-0.0066883745489746,-0.0284695942972806,23600802.0,15.837,19.827,-1.0,0.0
,eBay,30/11/2017,34.67,-0.0083645803288145,0.023940005768676,0.0380732621863282,0.0366310931641187,16415238.0,21.166,19.543,-1.0,-0.0666666666666666,
,Amazon,29/12/2017,1169.47,0.0142201168050483,0.0109365781080318,0.0062335929951174,-0.0009491479046064,2688391.0,12.487,18.26,1.0,0.0,
10625,RT @Disney: Grin from fin to fin. 💙 https://t.co/miZI6Tu5Ja,,,,,,,,,,,,
106406,@GoldCoastCUE Saturday tech conference! Definitely will use flipgrid and Google forms in class.  Thank you… https://t.co/oCPgIDCdzA,,,,,,,,,,,,
17665,"@Google looks to improve video meetings with its new four-piece tech package
https://t.co/NZoepg6N0q
#futureofwork #meetings",Google,31/10/2017,1033.04,8.712150545975521e-05,0.0006098505382174,0.0006098505382174,-0.043125145202509,1516278.0,26.913,18.507,1.0,0.1363636363636363
63514,"RT @GoldmanSachs: Philosopher Robert Rowland Smith explores the question of ""what it means to be human"" in a recent #TalksAtGS: https://t.c…",Goldman Sachs,16/09/2018,229.24,0.0,0.0,-0.0039696388064909,0.0203716628860582,2228307.0,8.99,16.98,1.0,0.0
117701,RT @Arnesenanton: 7500 Norwegians have reserved the Audi e-tron. With that number I wonder how many Norwegians have reserved the Model 3 -…,,,,,,,,,,,,
98258,"RT @BUNNYMYE0N: EXO working with Samsung ??? The pen has EXO's Logo and ""We Are One"" on it and Comeback Showcase ??? https://t.co/cfiqnE2CDK",Samsung,19/10/2018,43900.0,0.0034168564920273,0.0056947608200455,-0.0068337129840546,0.0022779043280182,7842520.0,32.129,28.458,1.0,0.0
58680,"RT @Apple: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,13/09/2018,226.41,-0.0235855306744401,-0.0113069210723908,-0.0356874696347333,-0.0146194956053177,41706377.0,25.87,17.349,-1.0,0.0
